Date,삼보산업,넥스트아이,YBM넷,태영건설,에쎈테크,비트컴퓨터,삼영,대성창투,비케이홀딩스,윌비스
2025-03-31,,,,,,,,,,
2025-04-01,10.406761753829908,4.260651629072676,7.625899280575532,4.305283757338563,0.9541984732824416,3.5834266517357216,1.5978695073235683,13.297232250300839,0.73260073260073,8.678500986193294
2025-04-02,6.973058637083995,5.764411027568905,5.323741007194238,2.1526418786692814,-2.4809160305343525,1.7917133258678497,1.5978695073235683,12.695547533092654,5.494505494505497,19.526627218934898
2025-04-03,17.53829899630217,17.042606516290725,6.618705035971217,-1.1741682974559686,0.1908396946564972,1.5677491601343796,-0.5326231691078598,19.675090252707573,7.509157509157527,13.609467455621305
2025-04-04,33.91442155309035,27.819548872180455,16.2589928057554,-0.7827788649706457,-0.7633587786259444,5.487122060470329,3.7283621837550074,30.264741275571573,33.699633699633736,47.53451676528599
2025-04-05,33.91442155309035,27.819548872180455,16.2589928057554,-0.7827788649706457,-0.7633587786259444,5.487122060470329,3.7283621837550074,30.264741275571573,33.699633699633736,47.53451676528599
2025-04-06,33.91442155309035,27.819548872180455,16.2589928057554,-0.7827788649706457,-0.7633587786259444,5.487122060470329,3.7283621837550074,30.264741275571573,33.699633699633736,47.53451676528599
2025-04-07,37.34812466983624,33.58395989974938,22.733812949640296,-6.457925636007822,-1.5267175572518887,1.903695408734607,-0.13315579227696217,35.078219013237025,24.542124542124565,91.71597633136098
2025-04-08,62.176439513998936,43.60902255639096,28.3453237410072,-6.849315068493144,-1.5267175572518887,2.6875699888017968,0.0,42.29843561973521,17.03296703296704,87.77120315581854
2025-04-09,44.74379292128896,31.07769423558895,20.863309352518012,-6.262230919765155,27.862595419847345,-0.11198208286674616,-3.4620505992010497,36.58243080625747,12.08791208791209,62.52465483234717
2025-04-10,52.13946117274168,36.09022556390977,28.633093525179866,-1.9569471624266033,17.938931297709935,4.255319148936176,2.663115845539288,59.145607701564316,45.60439560439562,74.35897435897438
2025-04-11,55.57316428948758,39.59899749373432,28.3453237410072,0.782778864970668,9.160305343511466,6.494960806271011,4.260985352862856,61.25150421179295,37.912087912087934,63.313609467455656
2025-04-12,55.57316428948758,39.59899749373432,28.3453237410072,0.782778864970668,9.160305343511466,6.494960806271011,4.260985352862856,61.25150421179295,37.912087912087934,63.313609467455656
2025-04-13,55.57316428948758,39.59899749373432,28.3453237410072,0.782778864970668,9.160305343511466,6.494960806271011,4.260985352862856,61.25150421179295,37.912087912087934,63.313609467455656
2025-04-14,78.55256207078712,71.67919799498743,29.6402877697842,-1.1741682974559464,8.969465648854968,7.726763717805163,8.788282290279636,59.74729241877248,41.025641025641036,61.735700197238685
2025-04-15,63.76122556788167,72.18045112781952,25.4676258992806,-1.3698630136986023,14.12213740458017,8.398656215005618,7.057256990679095,49.51865222623339,41.20879120879124,59.763313609467474
2025-04-16,54.25250924458531,76.69172932330828,22.589928057553976,-2.348336594911915,11.259541984732845,17.35722284434491,6.524633821571246,52.8279181708784,30.586080586080612,46.15384615384617
2025-04-17,55.044902271526674,88.72180451127821,26.18705035971225,-0.9784735812132905,13.16793893129773,15.34154535274357,6.524633821571246,64.86161251504205,31.86813186813189,53.45167652859961
2025-04-18,62.44057052297942,83.95989974937346,29.208633093525194,-2.152641878669259,12.213740458015309,20.94064949608063,6.524633821571246,59.4464500601684,30.769230769230795,67.06114398422089
