Date,일성건설,형지엘리트,코나아이,에이텍모빌리티,슈프리마에이치큐,카스,지엘팜텍,앱트뉴로사이언스,이스타코,코이즈
2025-04-17,,,,,,,,,,
2025-04-18,3.5561877667140918,0.5454545454545379,3.1914893617021267,3.5502958579881616,2.6162790697674465,3.864734299516903,0.09718172983479434,2.3383768913342484,4.058146577831612,1.0631229235880335
2025-04-19,3.5561877667140918,0.5454545454545379,3.1914893617021267,3.5502958579881616,2.6162790697674465,3.864734299516903,0.09718172983479434,2.3383768913342484,4.058146577831612,1.0631229235880335
2025-04-20,3.5561877667140918,0.5454545454545379,3.1914893617021267,3.5502958579881616,2.6162790697674465,3.864734299516903,0.09718172983479434,2.3383768913342484,4.058146577831612,1.0631229235880335
2025-04-21,-0.14224751066854724,-1.8181818181818188,8.814589665653493,5.325443786982231,2.034883720930236,0.24154589371980784,0.0,9.215955983493807,0.7268322228952018,0.7973421926910085
2025-04-22,-4.978662873399697,-8.363636363636374,8.966565349544076,-0.5325443786982298,4.796511627906996,-4.347826086956519,6.1224489795918435,26.5474552957359,-5.814657783161725,-2.657807308970117
2025-04-23,-6.401137980085336,-12.0,1.367781155015213,-2.781065088757395,1.8895348837209447,-7.294685990338168,37.90087463556853,29.160935350756525,-9.630526953361606,-6.112956810631243
2025-04-24,-8.819345661450917,-11.272727272727279,-2.2796352583586588,-1.3609467455621305,5.087209302325579,-7.391304347826089,38.67832847424686,31.08665749656121,-9.448818897637812,-5.448504983388713
2025-04-25,-5.6899004267425335,-12.545454545454549,0.0,0.35502958579882726,4.941860465116288,-6.328502415458925,30.417881438289605,19.257221458046757,-7.450030284675968,-4.518272425249171
2025-04-26,-5.6899004267425335,-12.545454545454549,0.0,0.35502958579882726,4.941860465116288,-6.328502415458925,30.417881438289605,19.257221458046757,-7.450030284675968,-4.518272425249171
2025-04-27,-5.6899004267425335,-12.545454545454549,0.0,0.35502958579882726,4.941860465116288,-6.328502415458925,30.417881438289605,19.257221458046757,-7.450030284675968,-4.518272425249171
2025-04-28,-10.384068278805126,-21.090909090909093,6.534954407294835,-3.1952662721893454,4.069767441860472,-9.371980676328494,22.44897959183674,14.993122420907824,-16.11144760751061,-10.299003322259138
2025-04-29,-15.220483641536276,-24.363636363636367,8.814589665653516,-8.81656804733727,35.17441860465118,-9.565217391304348,31.4868804664723,15.130674002751032,-20.109024833434297,-10.166112956810636
2025-04-30,-4.694167852062581,-3.4545454545454657,18.844984802431618,-1.7751479289940697,19.622093023255815,-4.347826086956519,33.13896987366374,14.71801925722145,-4.179285281647493,-5.3156146179402
2025-05-01,-4.694167852062581,-3.4545454545454657,18.844984802431618,-1.7751479289940697,19.622093023255815,-4.347826086956519,33.13896987366374,14.71801925722145,-4.179285281647493,-5.3156146179402
2025-05-02,-16.216216216216207,-12.727272727272732,9.878419452887544,-9.289940828402344,12.35465116279071,-12.46376811594202,30.029154518950428,7.015130674002745,-15.808600847970933,-14.086378737541526
2025-05-03,-16.216216216216207,-12.727272727272732,9.878419452887544,-9.289940828402344,12.35465116279071,-12.46376811594202,30.029154518950428,7.015130674002745,-15.808600847970933,-14.086378737541526
2025-05-04,-16.216216216216207,-12.727272727272732,9.878419452887544,-9.289940828402344,12.35465116279071,-12.46376811594202,30.029154518950428,7.015130674002745,-15.808600847970933,-14.086378737541526
2025-05-05,-16.216216216216207,-12.727272727272732,9.878419452887544,-9.289940828402344,12.35465116279071,-12.46376811594202,30.029154518950428,7.015130674002745,-15.808600847970933,-14.086378737541526
2025-05-06,-16.216216216216207,-12.727272727272732,9.878419452887544,-9.289940828402344,12.35465116279071,-12.46376811594202,30.029154518950428,7.015130674002745,-15.808600847970933,-14.086378737541526
2025-05-07,-3.8406827880512084,-1.454545454545464,42.7051671732523,-1.1834319526626946,12.5,-5.507246376811592,32.16715257531584,4.951856946354871,1.0296789824348673,-7.043189368770763
