Date,EG,동양물산,대유에이텍,대유신소재,아가방컴퍼니,보령메디앙스,세운메디칼
2012-12-20,11.375002782117406,-12.903235537215041,2.6470712467638435,12.080491771381086,-11.199992331351272,-17.416663655855512,-12.44979076661098
2012-12-21,23.74999089262002,-14.838739302187953,-0.29412023390194,7.5316449310698586,1.999995454151482,-5.416658373179006,-14.056233422075826
2012-12-22,23.74999089262002,-14.838739302187953,-0.29412023390194,7.5316449310698586,1.999995454151482,-5.416658373179006,-14.056233422075826
2012-12-23,23.74999089262002,-14.838739302187953,-0.29412023390194,7.5316449310698586,1.999995454151482,-5.416658373179006,-14.056233422075826
2012-12-24,10.000002994207069,-22.58066051427261,-10.588225266108376,9.917927603527366,-3.3999982014251917,-4.166663915272661,-14.056233422075826
2012-12-25,10.000002994207069,-22.58066051427261,-10.588225266108376,9.917927603527366,-3.3999982014251917,-4.166663915272661,-14.056233422075826
2012-12-26,7.750006063269366,-23.870974012871926,-10.00000651501236,9.61965548138204,-0.1999975689593203,5.000006131678059,-15.662637772542954
2012-12-27,-0.38442625053312085,-26.158118807301655,-10.00000651501236,12.130600949816394,-9.637831262649954,-4.410619802282623,-15.09753180214981
2012-12-28,-0.25928835481996426,-23.870974012871926,-8.200000890385006,14.079401188111218,-7.127771843469066,1.9620049153418195,-13.752007469168138
2012-12-29,-0.25928835481996426,-23.870974012871926,-8.200000890385006,14.079401188111218,-7.127771843469066,1.9620049153418195,-13.752007469168138
2012-12-30,-0.25928835481996426,-23.870974012871926,-8.200000890385006,14.079401188111218,-7.127771843469066,1.9620049153418195,-13.752007469168138
2012-12-31,-0.25928835481996426,-23.870974012871926,-8.200000890385006,14.079401188111218,-7.127771843469066,1.9620049153418195,-13.752007469168138
2013-01-01,-0.25928835481996426,-23.870974012871926,-8.200000890385006,14.079401188111218,-7.127771843469066,1.9620049153418195,-13.752007469168138
2013-01-02,9.25173067665983,-19.950173517891777,-6.399989836580677,18.126887201500885,6.426554949475327,17.256306124310616,-10.657308398209885
2013-01-03,1.9933235169916408,-22.23730490549193,-8.800000955535136,15.653434736758665,1.90844601849387,23.628940275285927,-12.406498458185556
2013-01-04,2.619042937628535,-19.296697830842025,-7.899984570279006,14.304272732295441,2.9124757155338354,24.903461445470466,-13.213791607175828
2013-01-05,2.619042937628535,-19.296697830842025,-7.899984570279006,14.304272732295441,2.9124757155338354,24.903461445470466,-13.213791607175828
2013-01-06,2.619042937628535,-19.296697830842025,-7.899984570279006,14.304272732295441,2.9124757155338354,24.903461445470466,-13.213791607175828
2013-01-07,-0.38442625053313195,-19.623428970952105,-7.600000825234899,13.92949643398489,-0.8024114342715549,20.230198288092073,-13.752007469168126
2013-01-08,-1.6358850531876468,-20.930373641636802,-9.700001053260321,12.43044889272169,-2.710056988140197,15.132104174003057,-14.42476580515918
2013-01-09,-2.7621959794386197,-21.2570913749173,-11.500001248710701,12.43044889272169,-2.9108649040040513,14.282413960529162,-12.944698998178762
2013-01-10,-2.7621959794386197,-18.969966690731944,-11.500001248710701,14.679000987290136,-3.1116728198679056,13.007892790344622,-13.617464995169371
2013-01-11,-2.7621959794386197,-18.969966690731944,-12.100001313860819,14.90387253147436,-5.822540154912648,8.334629632966251,-14.42476580515919
2013-01-12,-2.7621959794386197,-18.969966690731944,-12.100001313860819,14.90387253147436,-5.822540154912648,8.334629632966251,-14.42476580515919
2013-01-13,-2.7621959794386197,-18.969966690731944,-12.100001313860819,14.90387253147436,-5.822540154912648,8.334629632966251,-14.42476580515919
2013-01-14,-4.0136647627834865,-20.930373641636802,-11.500001248710701,16.328020543321852,-7.629781750849373,8.334629632966251,-13.348357064173221
2013-01-15,-6.641710283115287,-23.870974012871905,-12.699995949833953,13.32988702614275,-11.44507285858667,1.9620049153417973,-13.482899538171978
2013-01-16,-1.886180805994675,-22.89077388912687,-12.699995949833953,11.830801050226869,-10.842658993274433,2.386854738754196,-13.482899538171978
2013-01-17,-4.63938418342037,-23.21751843606653,-13.300001444161058,10.106862747453093,-9.4370233467861,6.635268072720191,-14.828423871153651
2013-01-18,-5.014807851250225,-23.21751843606653,-13.300001444161058,10.931343699479434,-10.64185107741058,1.1123241352187785,-15.23206661514902
2013-01-19,-5.014807851250225,-23.21751843606653,-13.300001444161058,10.931343699479434,-10.64185107741058,1.1123241352187785,-15.23206661514902
2013-01-20,-5.014807851250225,-23.21751843606653,-13.300001444161058,10.931343699479434,-10.64185107741058,1.1123241352187785,-15.23206661514902
2013-01-21,-4.2639405542098,-22.237304905491918,-12.699995949833943,8.982533852521414,-10.64185107741058,0.6874837451572802,-16.71216406612762
2013-01-22,-3.012491732245648,-22.237304905491918,-10.00000651501235,10.931343699479456,-11.645880774450523,-1.4367276385011674,-14.021107739164751
2013-01-23,-3.5130632764790226,-22.237304905491918,-9.399990162331273,10.406691473032081,-11.44507285858667,0.26264335509575965,-14.828423871153662
2013-01-24,-5.39024149977041,-23.21751843606652,-10.899995754383573,8.907615105779376,-13.85472831983563,-3.985779412221113,-10.388192806214192
2013-01-25,-4.764522079133505,-21.583842625271743,-9.70000105326031,6.209243053537072,-10.64185107741057,0.26264335509575965,-13.886549943166893
