Date,우리들제약,에이엔피,피에스엠씨,바른손,유성티엔에스,서희건설,조광페인트
2012-09-06,,,,,,,
2012-09-07,-4.3010752688172005,0.0,6.0317460317460325,-0.5836547223053268,1.8181774134344408,0.5030172381778497,0.12285434842447263
2012-09-08,-4.3010752688172005,0.0,6.0317460317460325,-0.5836547223053268,1.8181774134344408,0.5030172381778497,0.12285434842447263
2012-09-09,-4.3010752688172005,0.0,6.0317460317460325,-0.5836547223053268,1.8181774134344408,0.5030172381778497,0.12285434842447263
2012-09-10,-15.949820788530456,-13.612564669952398,4.444444444444451,-5.058367108602813,6.103877967298033,0.5030172381778497,-2.825548599978478
2012-09-11,-3.4050179211469467,-10.732982258625034,3.492063492063502,2.9182867025049797,11.688309049522916,15.191138969988117,1.842747617177487
2012-09-12,10.931899641577058,-8.900517359619165,0.952380952380949,13.035020919710604,22.857132139600832,32.29374038221591,17.076162850592723
2012-09-13,21.863799283154115,-13.350785291872036,3.1746031746031855,13.22957903930153,26.493494781344108,51.91146627078489,32.67813267813266
2012-09-14,10.035842293906793,-18.586382105922727,1.2698412698412875,7.976653811107792,48.417827885362954,65.99599488230707,27.14988982660016
2012-09-15,10.035842293906793,-18.586382105922727,1.2698412698412875,7.976653811107792,48.417827885362954,65.99599488230707,27.14988982660016
2012-09-16,10.035842293906793,-18.586382105922727,1.2698412698412875,7.976653811107792,48.417827885362954,65.99599488230707,27.14988982660016
2012-09-17,7.8853046594981935,-18.06282334976198,2.857142857142869,10.116727671716475,48.417827885362954,58.45071333836813,22.604431055571283
2012-09-18,5.017921146953408,-11.256541014785782,0.9523809523809712,7.003889395109741,43.94217117997803,45.87524409846988,23.464369238799108
2012-09-19,6.093189964157708,-8.115179225378055,9.206349206349218,10.311285791307423,42.64280764679205,39.83900661197413,22.113030564170778
2012-09-20,-9.677419354838722,-14.921461560354244,2.2222222222222365,1.7509707124051532,29.93779125548377,31.790761429489955,10.565110565110558
2012-09-21,-20.60931899641578,-20.68062638300896,3.492063492063524,-7.879374751312318,25.606514354244013,25.75451628590382,3.439786537506073
2012-09-22,-20.60931899641578,-20.68062638300896,3.492063492063524,-7.879374751312318,25.606514354244013,25.75451628590382,3.439786537506073
2012-09-23,-20.60931899641578,-20.68062638300896,3.492063492063524,-7.879374751312318,25.606514354244013,25.75451628590382,3.439786537506073
2012-09-24,-32.43727598566309,-27.225129339904786,1.9047619047619202,-17.315175186417164,20.40901333225382,17.20321557978992,-4.914013365153602
2012-09-25,-22.401433691756278,-24.607326306657797,-2.2222222222222032,-11.86770492961079,24.45151499545446,22.73640519974631,-1.5970642737746288
