Date,두올산업,세우글로벌,토탈소프트뱅크,한국선재,동방선기,영화금속,보광산업,홈센타홀딩스,휴맥스홀딩스
2017-06-01,-38.90701468189233,-44.20485175202157,-10.932475884244386,-0.146842878120379,-9.634317862165975,-3.157894736842093,-26.659412404787773,-6.360424028268541,-8.370702541106134
2017-06-02,-38.90701468189233,-44.20485175202157,-8.84244372990356,0.4405286343612591,-9.036568213783413,-4.210526315789476,-25.788900979325323,-6.713780918727896,-7.922272047832591
2017-06-03,-38.90701468189233,-44.20485175202157,-8.84244372990356,0.4405286343612591,-9.036568213783413,-4.210526315789476,-25.788900979325323,-6.713780918727896,-7.922272047832591
2017-06-04,-38.90701468189233,-44.20485175202157,-8.84244372990356,0.4405286343612591,-9.036568213783413,-4.210526315789476,-25.788900979325323,-6.713780918727896,-7.922272047832591
2017-06-05,-41.109298531810765,-46.49595687331537,-3.6977491961414977,0.2936857562408468,-8.64978902953587,-5.263157894736836,-25.027203482045667,-10.070671378091856,-7.772795216741413
2017-06-06,-41.109298531810765,-46.49595687331537,-3.6977491961414977,0.2936857562408468,-8.64978902953587,-5.263157894736836,-25.027203482045667,-10.070671378091856,-7.772795216741413
2017-06-07,-39.88580750407831,-44.20485175202157,-3.8585209003215604,2.4963289280470313,-8.860759493670889,-4.473684210526308,-26.332970620239358,-10.86572438162543,-7.922272047832591
2017-06-08,-40.53833605220228,-43.1266846361186,-5.144694533762073,1.7621145374449698,-10.267229254571031,-5.789473684210522,-27.965179542981467,-11.174911660777376,-8.370702541106134
2017-06-09,-39.31484502446981,-42.991913746630715,-2.0900321543408484,1.321585903083733,-11.462728551336154,-5.789473684210522,-28.182807399347087,-11.086572438162534,-8.221225710014968
2017-06-10,-39.31484502446981,-42.991913746630715,-2.0900321543408484,1.321585903083733,-11.462728551336154,-5.789473684210522,-28.182807399347087,-11.086572438162534,-8.221225710014968
2017-06-11,-39.31484502446981,-42.991913746630715,-2.0900321543408484,1.321585903083733,-11.462728551336154,-5.789473684210522,-28.182807399347087,-11.086572438162534,-8.221225710014968
2017-06-12,-38.662316476345836,-42.991913746630715,-5.4662379421221985,-1.0279001468428417,-11.040787623066105,-6.842105263157894,-30.032644178454802,-11.528268551236732,-9.267563527653234
2017-06-13,-37.27569331158238,-42.31805929919137,-5.627009646302261,-1.0279001468428417,-11.040787623066105,-6.578947368421062,-30.032644178454802,-11.528268551236732,-8.8191330343797
2017-06-14,-37.84665579119086,-42.587601078167104,-4.180064308681686,1.6152716593245575,-10.864978902953581,-5.263157894736848,-30.57671381936884,-11.086572438162523,-8.221225710014979
2017-06-15,-38.907014681892335,-43.26145552560645,-0.9646302250803984,-0.1468428781203901,-12.271448663853723,-5.52631578947369,-31.664853101196922,-11.351590106007048,-8.669656203288522
2017-06-16,-36.623164763458405,-41.105121293800536,-2.250803858520911,0.7342143906020837,-10.05625879043599,-3.684210526315801,-11.207834602829115,-6.713780918727896,-8.8191330343797
