Date,바른손,에이엔피,디오,국보디자인,신일산업,우리들제약,화인베스틸,대한제강,조광페인트,유성티엔에스
2017-03-30,,,,,,,,,,
2017-03-31,-2.7272727272727226,0.0,10.689655172413804,-0.3225806451612856,4.3689320388349495,2.824858757062154,0.8833922261484162,4.651162790697683,1.3157894736842035,0.34843205574912606
2017-04-01,-2.7272727272727226,0.0,10.689655172413804,-0.3225806451612856,4.3689320388349495,2.824858757062154,0.8833922261484162,4.651162790697683,1.3157894736842035,0.34843205574912606
2017-04-02,-2.7272727272727226,0.0,10.689655172413804,-0.3225806451612856,4.3689320388349495,2.824858757062154,0.8833922261484162,4.651162790697683,1.3157894736842035,0.34843205574912606
2017-04-03,-7.272727272727275,4.859435131433054,10.689655172413804,3.548387096774186,10.679611650485432,-3.3898305084745672,-0.7067137809187218,2.7906976744186185,2.1929824561403466,-2.6132404181184676
2017-04-04,-34.454545454545446,-8.903528797860538,16.20689655172416,2.580645161290329,10.679611650485432,-29.75517890772127,-8.480565371024728,-0.46511627906975495,-1.1102230246251565e-14,-12.369337979094075
2017-04-05,-25.909090909090903,-5.870458548039914,16.551724137931046,2.580645161290329,15.776699029126195,-19.96233521657249,-6.8904593639575795,-0.46511627906975495,-0.8771929824561542,-13.240418118466902
2017-04-06,-28.363636363636367,-13.156349879329465,17.24137931034484,2.2580645161290436,15.533980582524244,-24.670433145009408,-9.18727915194345,0.46511627906975495,-1.7543859649122973,-17.247386759581886
2017-04-07,-27.181818181818183,-16.802556910834255,15.689655172413808,1.6129032258064502,15.533980582524244,-23.917137476459494,-9.363957597173133,0.0,-2.6315789473684403,-16.898954703832757
2017-04-08,-27.181818181818183,-16.802556910834255,15.689655172413808,1.6129032258064502,15.533980582524244,-23.917137476459494,-9.363957597173133,0.0,-2.6315789473684403,-16.898954703832757
2017-04-09,-27.181818181818183,-16.802556910834255,15.689655172413808,1.6129032258064502,15.533980582524244,-23.917137476459494,-9.363957597173133,0.0,-2.6315789473684403,-16.898954703832757
2017-04-10,-31.09090909090909,-24.897266975409295,13.79310344827589,-0.6451612903225823,8.252427184465994,-32.58003766478341,-15.194346289752636,-4.651162790697672,-4.8245614035087865,-22.38675958188153
2017-04-11,-34.27272727272728,-28.745678690235465,13.275862068965537,-0.9677419354838679,5.825242718446599,-35.78154425612051,-14.487632508833915,-3.2558139534883734,-3.947368421052644,-23.25783972125436
2017-04-12,-36.909090909090914,-28.745678690235465,15.517241379310365,-1.6129032258064502,0.9708737864077666,-35.59322033898303,-13.780918727915193,-4.1860465116279055,-3.5087719298245834,-17.508710801393722
2017-04-13,-42.545454545454554,-29.15008805687822,15.86206896551725,-2.2580645161290325,1.2135922330097193,-38.04143126177023,-14.487632508833915,-4.1860465116279055,-3.5087719298245834,-17.160278745644586
2017-04-14,-37.909090909090914,-27.53245059030721,13.620689655172423,-3.2258064516129115,0.0,-32.58003766478341,-15.547703180212002,-5.581395348837203,-3.947368421052655,-18.641114982578387
2017-04-15,-37.909090909090914,-27.53245059030721,13.620689655172423,-3.2258064516129115,0.0,-32.58003766478341,-15.547703180212002,-5.581395348837203,-3.947368421052655,-18.641114982578387
2017-04-16,-37.909090909090914,-27.53245059030721,13.620689655172423,-3.2258064516129115,0.0,-32.58003766478341,-15.547703180212002,-5.581395348837203,-3.947368421052655,-18.641114982578387
2017-04-17,-26.363636363636367,-23.886243558802413,18.10344827586208,-1.9354838709677358,0.4854368932038833,-24.105461393596972,-13.07420494699647,-4.186046511627895,-2.192982456140369,-17.24738675958187
2017-04-18,-23.636363636363644,-25.908290392016177,21.72413793103447,-2.580645161290318,-0.7281553398058249,-25.047080979284353,-12.190812720848054,-1.8604651162790642,-1.7543859649122973,-17.160278745644597
2017-04-19,-22.18181818181819,-25.50388102537342,27.41379310344827,-1.9354838709677358,0.24271844660195274,-20.15065913370997,-12.367491166077738,-5.116279069767438,-2.6315789473684403,-16.28919860627177
2017-04-20,-24.54545454545456,-27.128041223664457,26.206896551724146,-2.2580645161290214,0.0,-22.787193973634643,-12.720848056537093,-4.651162790697672,-3.5087719298245834,-17.682926829268286
2017-04-21,-29.181818181818187,-30.16111147348508,29.999999999999982,-2.2580645161290214,0.24271844660195274,-25.6120527306968,-12.367491166077738,-6.511627906976736,-3.5087719298245834,-19.86062717770035
2017-04-22,-29.181818181818187,-30.16111147348508,29.999999999999982,-2.2580645161290214,0.24271844660195274,-25.6120527306968,-12.367491166077738,-6.511627906976736,-3.5087719298245834,-19.86062717770035
2017-04-23,-29.181818181818187,-30.16111147348508,29.999999999999982,-2.2580645161290214,0.24271844660195274,-25.6120527306968,-12.367491166077738,-6.511627906976736,-3.5087719298245834,-19.86062717770035
2017-04-24,-30.000000000000004,-35.020546604918124,27.06896551724136,-2.2580645161290214,-1.2135922330097082,-29.75517890772128,-13.957597173144876,-6.046511627906959,-4.385964912280715,-18.81533101045296
2017-04-25,-29.727272727272734,-32.99197703998432,24.482758620689626,-1.9354838709677358,-0.7281553398058249,-28.81355932203389,-14.840989399293292,-5.581395348837193,-3.5087719298245834,-17.247386759581886
2017-04-26,-33.09090909090911,-33.80079577326983,25.0,-1.2903225806451535,0.24271844660195274,-34.274952919020706,-12.897526501766798,-6.046511627906959,-3.5087719298245834,-17.33449477351917
2017-04-27,-35.00000000000001,-32.18315830669882,25.689655172413772,-1.6129032258064502,0.728155339805836,-33.89830508474576,-12.544169611307431,-6.976744186046502,-3.0701754385965008,-16.724738675958207
