Date,현대건설,두산중공업,특수건설,삼호개발,한라건설,이화공영,성신양회,대우건설
2007-08-09,,,,,,,,
2007-08-10,-1.1264174235797175,-5.78946281774172,14.788734085472255,6.959708077251947,-4.553427996254267,14.899317044417426,-3.9164382244185503,-3.703710197262433
2007-08-11,-1.1264174235797175,-5.78946281774172,14.788734085472255,6.959708077251947,-4.553427996254267,14.899317044417426,-3.9164382244185503,-3.703710197262433
2007-08-12,-1.1264174235797175,-5.78946281774172,14.788734085472255,6.959708077251947,-4.553427996254267,14.899317044417426,-3.9164382244185503,-3.703710197262433
2007-08-13,-4.005021560553502,-9.263146028785341,14.788734085472255,22.710594242634684,-4.553427996254267,14.899317044417426,-4.699720996625601,-5.55556529589365
2007-08-14,-7.50938893143166,-13.473675482485604,51.40846166509794,17.21609589453528,-7.5306501238006085,51.67786498683513,-11.749345127484744,-3.703710197262433
2007-08-15,-7.50938893143166,-13.473675482485604,51.40846166509794,17.21609589453528,-7.5306501238006085,51.67786498683513,-11.749345127484744,-3.703710197262433
2007-08-16,-20.901119404679836,-25.26314912020855,28.87323511490425,-0.36630845379695964,-21.366034570905125,29.127512279915567,-10.182761310533184,-7.777777693079191
2007-08-17,-22.90362110109162,-25.15789168028457,35.211261467545164,-10.622712328437167,-23.292482503155444,48.45640083634546,-20.104432424227902,-12.592597900371027
2007-08-18,-22.90362110109162,-25.15789168028457,35.211261467545164,-10.622712328437167,-23.292482503155444,48.45640083634546,-20.104432424227902,-12.592597900371027
2007-08-19,-22.90362110109162,-25.15789168028457,35.211261467545164,-10.622712328437167,-23.292482503155444,48.45640083634546,-20.104432424227902,-12.592597900371027
2007-08-20,-13.266579037649295,-17.789462376109842,55.28167676858053,2.564094947151241,-16.63747868506983,70.46977662845248,-16.449078305802,-6.296295138748875
2007-08-21,-16.14518317462309,-17.368410534819535,78.5211274808493,17.948720830807652,-15.236441852801907,95.97318276857439,-17.493469547384976,-3.3333376529615433
2007-08-22,-13.642051512175879,-16.52631237263752,51.76057374613545,0.36629239644008216,-16.28722976371759,81.20807108280064,-12.010429233477415,1.1111100100293925
2007-08-23,-9.887369158279991,-15.368419809089184,29.225347195941787,-14.285732636979287,-11.733815483082976,66.9798672095115,-5.221925753685841,2.4074024807726246
2007-08-24,-8.63579424319142,-13.052623641195316,23.59154500537597,-13.919432211860771,-12.43433389921693,91.94629643482084,-4.960829466001537,1.8518474757579062
2007-08-25,-8.63579424319142,-13.052623641195316,23.59154500537597,-13.919432211860771,-12.43433389921693,91.94629643482084,-4.960829466001537,1.8518474757579062
2007-08-26,-8.63579424319142,-13.052623641195316,23.59154500537597,-13.919432211860771,-12.43433389921693,91.94629643482084,-4.960829466001537,1.8518474757579062
2007-08-27,-6.758425814648572,-12.315788439335861,5.281681215563139,-26.739923004973765,-10.683020714357461,69.12748118386796,-1.0443668781997206,0.37037254430087874
2007-08-28,-6.1326504689242505,-7.894727544591862,5.985914271603399,-28.205148791483182,-12.259206009635903,53.02012588025566,0.2611084693759036,1.8518474757579062
