Date,현대엘리베이터,한창,현대상선,에머슨퍼시픽,신원
2008-01-03,4.829192972421725,7.5144486553806455,-9.630071670619566,-11.11111111111114,-0.36624069246014024
2008-01-04,9.460223735709427,5.202305089025883,-10.741625672904853,-11.934156378600846,-1.6013879098613848
2008-01-05,9.460223735709427,5.202305089025883,-10.741625672904853,-11.934156378600846,-1.6013879098613848
2008-01-06,9.460223735709427,5.202305089025883,-10.741625672904853,-11.934156378600846,-1.6013879098613848
2008-01-07,8.6182030086275,4.0462293202324195,-10.852786996998232,-14.814814814814836,-2.4248060893873435
2008-01-08,5.671187414557499,4.0462293202324195,-10.963940916260551,-10.699588477366284,-2.013090350253588
2008-01-09,4.4082045130026115,-0.5780418700128243,-9.518910346526177,-13.991769547325116,-2.21894821982046
2008-01-10,0.619194476796836,-1.1560677975613443,-13.854002055729275,-14.403292181069983,-3.6599333586762706
2008-01-11,-4.853821966977856,1.1560757687934187,-17.633324168620813,-15.22633744855969,-4.277506967376887
2008-01-12,-4.853821966977856,1.1560757687934187,-17.633324168620813,-15.22633744855969,-4.277506967376887
2008-01-13,-4.853821966977856,1.1560757687934187,-17.633324168620813,-15.22633744855969,-4.277506967376887
2008-01-14,-6.537845897844252,1.1560757687934187,-18.30024027936362,-15.22633744855969,-4.277506967376887
2008-01-15,-6.9588255956146705,7.514448655380623,-20.189908740640462,-13.16872427983541,-6.541896987017138
2008-01-16,-14.957834127445357,8.092482554161284,-19.30064776721766,-12.757201646090554,-8.188733346069066
2008-01-17,-15.378840110161951,10.982652048064567,-20.189908740640462,-14.403292181069983,-8.600449085202811
2008-01-18,-13.273827719876419,12.138727816858008,-19.85642476836029,-13.580246913580273,-5.306769717728188
2008-01-19,-13.273827719876419,12.138727816858008,-19.85642476836029,-13.580246913580273,-5.306769717728188
2008-01-20,-13.273827719876419,12.138727816858008,-19.85642476836029,-13.580246913580273,-5.306769717728188
2008-01-21,-19.167850146367716,5.20230508902586,-22.079554987424068,-13.580246913580273,-9.42386726472877
2008-01-22,-23.377857403641357,-0.5780418700128465,-29.415861755358208,-13.580246913580273,-3.24822426891328
2008-01-23,-20.851856553936653,0.5780259275484756,-27.081585021863198,-15.2263374485597,-5.5126142885535305
2008-01-24,-13.273827719876419,5.78034695903864,-25.636554452128824,-15.2263374485597,-6.541896987017138
2008-01-25,-7.379822816682557,5.78034695903864,-20.745693146614165,-16.87242798353912,-6.747748207213233
